"lang"
{
	"Language"	"TChinese"
		"DOTA_Tooltip_Ability_item_raikiri" "雷切"
		"DOTA_Tooltip_Ability_item_ninja_cloth" "忍者装束"
		"DOTA_Tooltip_Ability_item_the_dark_armor" "黑漆涂五枚胴"
		"DOTA_Tooltip_Ability_item_reito_lantern" "灵都宫灯"
		
		// ======================================================
		// 以下是NPC
		// ======================================================

		"npc_dota_neutral_160_douchebag"	"恶棍"
		"npc_dota_neutral_160_bandit"	"山贼"
		"npc_dota_neutral_160_assassin"	"刺客"
		"npc_dota_neutral_130_wild_bear"	"野熊精"
		"npc_dota_neutral_160_executor"	"执行者"
		"npc_dota_neutral_130_giant_tortoise"	"巨大乌龟"
		"npc_dota_neutral_130_fear_molang"	"恐惧魔狼"
		"npc_dota_neutral_130_bear"	"熊"
		"npc_dota_neutral_130_forbearance_law_corpse"	"忍法操尸"
		"npc_dota_neutral_130_japanese_pirates_sea_people"	"倭寇海民"
		"npc_dota_neutral_130_barbarian"	"野蛮人"
		"npc_dota_neutral_130_pour_odd_person"	"倾奇者"
		"npc_dota_neutral_130_japanese_pirates_leader"	"倭寇头领"
		"npc_dota_neutral_130_the_exiled_forbearance"	"被放逐的上忍"
		"npc_dota_neutral_160_bandit_military_adviser"	"强盗军师"
		"npc_dota_neutral_130_wild_warrior"	"野武士"
		"npc_dota_cursed_warrior_souls"	"受诅咒的武士亡灵"
		"npc_dota_the_king_of_robbers"	"强盗之王"
		"npc_dota_robbers_remnants"	"强盗残兵"
		"npc_dota_country_riot"	"国一揆"
		"npc_dota_peasants_revolt"	"百姓一揆"
		
		"com_general"	"侍大将"
		"com_general2"	"守卫大将"
		
		"ninja_unit3"	"上忍"
		"ninja_unit2"	"中忍"
		"ninja_unit1"	"下忍"
		"findeverything_unit"	"侦隐战法"
		"soldier_Unified_unit"	"联合足轻叫兵"
		"soldier_Oda_unit"		"织田足轻叫兵"
		"archer_Unified_unit"	"联合弓箭手叫兵"
		"archer_Oda_unit"		"织田弓箭手叫兵"
		"gunner_Unified_unit"	"联合铁炮兵叫兵"
		"gunner_Oda_unit"		"织田铁炮兵叫兵"
		"cavalry_Unified_unit"	"联合骑兵叫兵"
		"cavalry_Oda_unit"		"织田骑兵叫兵"
		"war_magic_unit"		"第一战法"
		"war_magic_unit2"		"第二战法"
		"com_gunner"			"铁炮兵"		
		"com_cavalry" 			"骑兵"
		"com_ashigaru_spearmen" "足轻"
		"com_ashigaru_spearmen_B" "足轻"
		"com_ashigaru_spearmen_C" "强力足轻"
		"com_ashigaru_spearmen_D" "精锐足轻"
		"com_cavalry_C" "强力骑兵"
		"com_archer_C"	"强力弓箭手"
		"TestUnit_normal"	""
		"TestUnit_normal_bio"	""
		"DOTA_Tooltip_B24T"	""
		"DOTA_Tooltip_B24T_Description"	""
		"DOTA_Tooltip_modifier_B24T"	""
		"DOTA_Tooltip_modifier_B24T_Description"	""
		"DOTA_Tooltip_modifier_B24T2"	""
		"DOTA_Tooltip_modifier_B24T2_Description"	""
		
		// ======================================================
		// 以下是英雄
		// ======================================================
		"npc_dota_hero_crystal_maiden"	"阿松"
		"npc_dota_hero_brewmaster"	"大熊朝秀"
		"npc_dota_hero_viper"	"明智光秀"
		"npc_dota_hero_venomancer"	"九鬼嘉隆"
		"npc_dota_hero_treant"	"织田信长"
		"npc_dota_hero_troll_warlord"	"井伊直政"
		"npc_dota_hero_night_stalker"	"龙造寺隆信"
		"npc_dota_hero_broodmother"	"服部半藏"
		"npc_dota_hero_queenofpain"	"湖衣姬"
		"npc_dota_hero_keeper_of_the_light"	"毛利元就"
		"npc_dota_hero_bristleback"	"今川义元"
		"npc_dota_hero_invoker"	"羽柴秀吉"
		"npc_dota_hero_jakiro" "佐佐木小次郎"
		"npc_dota_hero_dragon_knight" "上杉谦信"
		"npc_dota_hero_ancient_apparition" "竹中重治"
		"npc_dota_hero_omniknight" "柴田胜家"
		"npc_dota_hero_pugna" "本愿寺显如"
		"npc_dota_hero_oracle" "石田三成"
		"npc_dota_hero_nevermore"	"杂贺孙市"
		"npc_dota_hero_faceless_void"	"风魔小太郎"
		"DOTA_Tooltip_modifier_A06W"	""
		"DOTA_Tooltip_modifier_A06W_Description"	""
		"DOTA_Tooltip_modifier_C09E"	""
		"DOTA_Tooltip_modifier_C09E_Description"	""
		"DOTA_Tooltip_Ability_C09E"	"地焰召来"
		"DOTA_Tooltip_Ability_C09E_Description"	"在指定区域召唤地焰，地焰将于2秒后窜出，对其上的敌人造成(200/300/400/500)伤害并且晕眩(1.0/1.5/2.0/2.5)秒。"
		"npc_dota_hero_naga_siren"	"森兰丸"
		"npc_dota_hero_medusa"	"森兰丸"
		"DOTA_Tooltip_Ability_A23R"	""
		"DOTA_Tooltip_Ability_A23R_Description"	""
		"DOTA_Tooltip_Ability_A23R_Lore"	""
		"DOTA_Tooltip_Ability_A23R_Note0"	""
		"DOTA_Tooltip_Ability_A23R_Note1"	""
		"DOTA_Tooltip_Ability_A23R_Note2"	""
		"DOTA_Tooltip_modifier_A23R"	"晕眩"
		"DOTA_Tooltip_modifier_A23R_Description"	""
		"npc_dota_hero_alchemist"	"宫本武藏"
		"DOTA_Tooltip_Ability_C21R"	"二天一流"
		"DOTA_Tooltip_Ability_C21R_Description"	"在战斗中有<font color=\"#5cb85c\">(15/19/23/27)% </font>的机会闪避攻击，而且有40%机会造成<font color=\"#5cb85c\">(1.3/1.5/1.7/1.9)</font>倍的伤害。 "
		"DOTA_Tooltip_Ability_C21E"	"奥义．连环钢破"
		"DOTA_Tooltip_Ability_C21E_Description"	"对着指定目标突击，晕眩目标0.5秒，并能接连追加<font color=\"#5cb85c\">(1/2/3/4)</font>次追砍。"
		"DOTA_Tooltip_Ability_C21W"	"奥义．弧月斩"
		"DOTA_Tooltip_Ability_C21W_Description"	"回旋攻击身旁的敌人，对他们造成每秒<font color=\"#5cb85c\">(225/275/325/375)</font>的伤害， 持续2秒，并且在持续时间内魔法免疫。 "
		"DOTA_Tooltip_modifier_critical_strike"	"二天一流"
		"DOTA_Tooltip_modifier_critical_strike_crit"	"二天一流"
		"DOTA_Tooltip_Ability_C21T"	"秘奥义．飞翔烈震斩"
		"DOTA_Tooltip_Ability_C21T_Description"	"在战场上迅速的来回斩击，每次斩击可以造成110的真实伤害与基础攻击力的物理伤害，并且每次的斩击宫本武藏将更加的迅速，能够同一时间挥出更多攻击，总共可以进行<font color=\"#5cb85c\">(11/16/23)</font>次斩击。"
		"DOTA_Tooltip_Ability_B08W"	"一刀．牙"
		"DOTA_Tooltip_Ability_B08W_Description"	"对指定的方向斩出一刀．牙，使距离1100路径上的敌人受到伤害。"
		"DOTA_Tooltip_Ability_B08E"	"一刀．闪瞬"
		"DOTA_Tooltip_Ability_B08E_Description"	"瞬移到指定目标身旁，进行快速的一次斩击造成<font color=\"#5cb85c\">(100/200/300/400)</font>魔法伤害并且晕眩1.1秒，并且使之损失<font color=\"#5bc0de\">(100/160/220/280)</font>点法力点数。"
		"DOTA_Tooltip_Ability_B08R"	"活心．魂"
		"DOTA_Tooltip_Ability_B08R_Description"	"增加自身<font color=\"#5cb85c\">(20/35/50/65)% </font>攻击速度。<br />当使用技能或是物品时，将可以在接下来8秒内增加15攻击伤害和减免5% 所受到伤害，若是在持续时间内重复发动，则增加攻击伤害的效果将可以叠加，最多叠加<font color=\"#5cb85c\">(4/5/6/7)</font>次。 "
		"DOTA_Tooltip_Ability_B08T"	"一刀．空牙"
		"DOTA_Tooltip_Ability_B08T_Description"	"对指定的方向斩出巨大的一刀．空牙，使距离3000路径上的敌人受到<font color=\"#5cb85c\">(800/1200/1600)</font>的伤害。"
		
		"DOTA_Tooltip_Ability_B08D_old"	"一刀．连牙断空"
		"DOTA_Tooltip_Ability_B08D_old_Description"	"对指定的敌人连斩出十八刀牙，每刀造成100魔法伤害总共晕眩2.2秒。"
		"DOTA_Tooltip_Ability_B08W_old"	"一刀．牙"
		"DOTA_Tooltip_Ability_B08W_old_Description"	"对指定的方向斩出一刀．牙，使距离1100路径上的敌人受到伤害<font color=\"#5cb85c\">(200/300/400/500)</font>。"
		"DOTA_Tooltip_Ability_B08E_old"	"一刀．闪瞬"
		"DOTA_Tooltip_Ability_B08E_old_Description"	"瞬移到指定目标身旁，进行快速的一次斩击造成<font color=\"#5cb85c\">(300/400/500/600)</font>魔法伤害并且晕眩0.5秒。"
		"DOTA_Tooltip_Ability_B08R_old"	"活心．魂"
		"DOTA_Tooltip_Ability_B08R_old_Description"	"增加自身<font color=\"#5cb85c\">(15/30/45/60)% </font>攻击速度与<font color=\"#5cb85c\">(4/6/8/10)% </font>移动速度。<br />当使用技能或是物品时，将可以在接下来8秒内增加25% 攻速和5% 基础攻击伤害，若是在持续时间内重复发动，则增加攻击伤害的效果将可以叠加，最多叠加<font color=\"#5cb85c\">(4/5/6/7)</font>次。 "
		"DOTA_Tooltip_Ability_B08T_old"	"一刀．空牙"
		"DOTA_Tooltip_Ability_B08T_old_Description"	"对指定的方向斩出巨大的一刀．空牙，使距离3000路径上的敌人受到<font color=\"#5cb85c\">(900/1300/1800)</font>的伤害。"

		"npc_dota_hero_drow_ranger"	"最上义姬"
		"DOTA_Tooltip_Ability_B33W"	"腐蚀之箭"
		"DOTA_Tooltip_Ability_B33W_Description"	"射出含有剧毒的腐蚀之箭，每秒造成<font color=\"#5cb85c\">(50/80/110/170)</font>伤害，并减缓<font color=\"#5cb85c\">(10/20/30/40)%</font>攻击速度与移动速度，持续<font color=\"#5cb85c\">(5/6/7/8)</font>秒。 "
		"DOTA_Tooltip_Ability_B33E"	"蛛网缠身"
		"DOTA_Tooltip_Ability_B33E_Description"	"使目标敌军被充满剧毒的蛛网所缠，它将无法移动和攻击，并且每秒受到150伤害，持续<font color=\"#5cb85c\">(1/2/3/4)</font>秒。 "
		"DOTA_Tooltip_Ability_B33R_Description"	"(被动)<br />增加灵活。<br /><br />(启动)<br />使自身进入雾毒幻化，并且增加攻击距离，额外获得\"雾毒矢\"能力，每次攻击可以造成范围伤害。 <br /><br />."
		"DOTA_Tooltip_Ability_B33R"	"雾毒幻化"
		"DOTA_Tooltip_Ability_B33R_Description"	"(被动)<br />增加(5/10/15/20)灵活。<br />(启动)<br />使自身进入雾毒幻化，攻击型态转变为立即，并且增加200攻击距离，额外获得\"雾毒矢\"能力，每次攻击可以造成<font color=\"#5cb85c\">(40/60/80/120)</font>范围伤害，持续6秒。 "
		"DOTA_Tooltip_Ability_B33T"	"蜘蛛缠身"
		"DOTA_Tooltip_Ability_B33T_Description"	"对着目标敌军释放出剧毒蜘蛛缠绕敌人，使目标降低<font color=\"#5cb85c\">(50/60/70)% </font>移动速度与<font color=\"#5cb85c\">(100/150/200)%</font>攻击速度，每0.5秒受到<font color=\"#5cb85c\">(75/100/125)</font>伤害，持续10秒。 "

		"npc_dota_hero_earthshaker"	"秋山信友"
		"npc_dota_hero_earthshaker_bio"	"与武田氏同族的甲婓源氏支流之一的秋山信任息子，是武田信义之弟加贺美远满的支流。1542年对已近习众的身分诹访赖重攻略成为他初次上阵的战争。1547年近攻伊奈福与城时，将敌将藤泽赖亲捕获后，取得重要的战功，成为了50骑马部队的侍大将。之后的进攻木曾福岛城后，被伊奈郡代提拔为率领250骑的大将。1572年信玄开始西上，信友以别动队的大将率领3000兵向织田氏领地东美浓入侵，攻陷了岩村城。以后为岩村城城主，在东美浓方面作最前线防备。武田军在1575年长篠之战大败，导致岩村城被孤立，11月织田信长亲征包围岩村城。信友确定没有救援下向信长提议开城。但信友开城后，信长立即逮捕他，并在长良川与夫人以极刑处死，享年49岁。<br />信友为智勇兼备的名将，其勇名称为“武田的猛牛”。"
		"DOTA_Tooltip_Ability_B24T"	"大地禁锢"
		"DOTA_Tooltip_Ability_B24T_Description"	"以自身为中心创造出巨大的石环将所有单位禁锢在里头并使敌方受到伤害<font color=\"#5cb85c\">(400/700/1000)</font>，受禁锢的敌方英雄无法施展技能以及使用物品持续<font color=\"#5cb85c\">(2.5/3/3.5)</font>秒。"
		"DOTA_Tooltip_Ability_B24T_effect_range"	"影响范围"
		"DOTA_Tooltip_Ability_B24T_life_duration"	"石环存在时间"
		"DOTA_Tooltip_Ability_B24T_silence_duration"	"沉默时间"
		"DOTA_Tooltip_Ability_B24W_Description"	"召唤一个固定不动的地灵石碑，石碑将会自动攻击非英雄的敌方部队，并且当敌方英雄靠近时，将之击退一段距离并造成200魔法伤害，最多击退<font color=\"#5cb85c\">(6/10/14/20)</font>次，持续12秒。"
		"DOTA_Tooltip_Ability_B24W"	"召唤地灵石碑"
		"DOTA_Tooltip_Ability_B24E"	"嘲讽"
		"DOTA_Tooltip_Ability_B24E_Description"	"嘲讽指定区域内的敌人，强制他们朝你发动攻击，并自身增加力量<font color=\"#5cb85c\">(10/20/30/40)</font>。"
		"DOTA_Tooltip_modifier_B24E_Description"	"打我阿笨蛋~"
		"DOTA_Tooltip_modifier_B24E_2"	"愤怒"
		"DOTA_Tooltip_modifier_B24E_2_Description"	"我的力量源源不绝!"
		"DOTA_Tooltip_Ability_B24R"	"石之共鸣"
		"DOTA_Tooltip_Ability_B24R_Description"	"增加自身护甲<font color=\"#5cb85c\">(4/6/8/10)</font>，并且当自身受到攻击时，将有33% 机率对攻击者投出大量飞石，飞石将可以造成<font color=\"#5cb85c\">(85/135/185/235)</font>的魔法伤害与<font color=\"#5cb85c\">(40/80/120/160)</font>真实伤害并且击晕0.2秒，每<font color=\"#f0ad4e\">0.3</font>秒最多触发一次。"
		"DOTA_Tooltip_modifier_B24R_2"	""
		"DOTA_Tooltip_modifier_B24T_2"	"大地禁锢"
		"DOTA_Tooltip_modifier_B24T_2_Description"	"哈哈，别想使用技能!"
		"DOTA_Tooltip_modifier_B24W"	"石碑击退"
		"DOTA_Tooltip_modifier_B24W_Description"	"哼，别想靠近我。"
		"DOTA_Tooltip_modifier_B24R"	"石之共鸣"
		"DOTA_Tooltip_modifier_B24R_Description"	"敢打我试试看看!"
		
		"npc_dota_hero_huskar"	"鸟居元忠"
		"npc_dota_hero_huskar_bio"	"元忠出身于三河国渡村，他在家康成为今川义元人质的时代是家康其中一名侧近。1600年在当家康准备讨伐上杉景胜，元忠和他的部下把守以800兵山城国伏见城，关 原之战前一个月，即7月下旬，石田三成派遣大军包围伏见城，终守了十多天的时间，元忠与三百多名将士死守，最终切腹自尽。当时因为自尽人数很多，血水渗入地板，血渍无论如何都清洗不掉，当时的血渍地板在伏见城拆构后，作为京都洛东养源院的建材。今日养源院仍有当年的血渍地板改建的天井，人形血渍历历在目，人称血天井。"
			
		"DOTA_Tooltip_Ability_A16W"	"血腥之攫"
		"DOTA_Tooltip_Ability_A16W_Description"	"指定目标敌人，减缓他<font color=\"#5cb85c\">(20/28/36/44)% </font>移动速度以及<font color=\"#5cb85c\">(20/30/40/50)</font>攻击伤害，并且转移到自身上，持续6秒。"
		"DOTA_Tooltip_Ability_A16E"	"血魄连结"
		"DOTA_Tooltip_Ability_A16E_Description"	"使自身跟他建立一道连结，当敌军受到伤害时，自身将回复等同该次伤害<font color=\"#5cb85c\">(20/35/50/65)% </font>的生命，并且在连结状态下自身所受到的所有伤害减少<font color=\"#5cb85c\">(5/10/15/20)% </font>，持续8秒。"
		"DOTA_Tooltip_Ability_A16R"	"血殇灵光"
		"DOTA_Tooltip_Ability_A16R_Description"	"增加自身8%移动速度以及<font color=\"#5cb85c\">(20/30/40/50)% </font>攻击速度，并且当受到伤害时，可以使周围的敌人失去等同于当次伤害<font color=\"#5cb85c\">(15/25/35/45)% </font>的生命。 "
		"DOTA_Tooltip_Ability_A16T"	"闇血敕令"
		"DOTA_Tooltip_Ability_A16T_Description"	"对指定方向施展，召唤不断爆发的血魂力量往前而去，每次爆发都可以对范围内的敌人造成伤害并晕眩<font color=\"#f0ad4e\">(1.5/2.1/2.7)</font>秒。"
		
		"DOTA_Tooltip_modifier_A16R"	"血殇灵光"
		"DOTA_Tooltip_modifier_A16R_Description"	"热血不死"
		"DOTA_Tooltip_modifier_A16W"	"血腥之攫(正面)"
		"DOTA_Tooltip_modifier_A16W_2"	"血腥之攫(负面)"
		"DOTA_Tooltip_modifier_A16W_Description"	"增强能力"
		"DOTA_Tooltip_modifier_A16W_2_Description"	"能力变虚弱"
		"DOTA_Tooltip_modifier_A16E"	"血魄连结(正面)"
		"DOTA_Tooltip_modifier_A16E_2"	"血魄连结(负面)"
		"DOTA_Tooltip_modifier_A16E_Description"	"你的伤害，是我的补药"
		"DOTA_Tooltip_modifier_A16E_2_Description"	"你的伤害，是我的补药"
		"DOTA_Tooltip_modifier_A16T"	"晕眩"
		"DOTA_Tooltip_modifier_A16T_Description"	"头晕了"
		
		"npc_dota_hero_beastmaster"	"武田胜赖"
		"npc_dota_hero_beastmaster_bio"	"武田家臣<br />武田信玄的四子，武田信玄去世后，胜赖成为家督(大名)，后来胜赖率领号称天下无敌的武田骑兵进攻德川家，但却在长篠合战时败给织田、德川联军，从此一蹶不振。"
		
		"DOTA_Tooltip_Ability_B34W"	"怒击斧"
		"DOTA_Tooltip_Ability_B34W_Description"	"对着敌方的部队丢出狂怒的飞斧，造成<font color=\"#5cb85c\">(100/200/300/400)</font>伤害并且击晕<font color=\"#5cb85c\">(0.5/1.0/1.5/2.0)</font>秒。 "
		"DOTA_Tooltip_Ability_B34E"	"刺针之墙"
		"DOTA_Tooltip_Ability_B34E_Description"	"向着指定方向造出一道平行的刺针之墙，所有踩过刺针之墙的敌人将会每秒受到<font color=\"#5cb85c\">(50/70/90/110)</font>的伤害并减慢<font color=\"#5cb85c\">(20/30/40/50)% </font>的移动速度，刺针之墙存在16秒，无视魔法免疫牵制。"
		"DOTA_Tooltip_Ability_B34R"	"狂斩"
		"DOTA_Tooltip_Ability_B34R_Description"	"施展之后将会增加<font color=\"#5cb85c\">(10/15/20/25)% </font>移动速度，并且攻击时将有100%的机率造成<font color=\"#5cb85c\">(1.6/2.0/2.4/2.8)</font>倍的伤害。持续15秒或是攻击5次。 "
		"DOTA_Tooltip_Ability_B34T_Description"	"每当使用技能或是物品时，将可以以自身为中心释放一道震波，对周围500的敌人造成<font color=\"#5cb85c\">(85/130/170)</font>伤害，并且减慢30% 的攻速与移动速度，持续<font color=\"#5cb85c\">(4.0/4.5/5.0)</font>秒。"
		"DOTA_Tooltip_Ability_B34T"	"天目长嚎"		
		
		"DOTA_Tooltip_Ability_B34E_old"	"狂战"
		"DOTA_Tooltip_Ability_B34E_old_Description"	"被动增加<font color=\"#5cb85c\">(40/60/80/100)% </font>攻速，主动使用攻速加成加倍。"
		"DOTA_Tooltip_Ability_B34R_old"	"撕裂伤口"
		"DOTA_Tooltip_Ability_B34R_old_Description"	"每下普攻额外造成<font color=\"#5cb85c\">(60/90/120/150)</font>真实伤害。"
		"DOTA_Tooltip_Ability_B34T_old"	"大地震憾"
		"DOTA_Tooltip_Ability_B34T_old_Description"	"震荡范围1000内敌人，减少<font color=\"#5cb85c\">(85/125/165)% </font>移动速度与<font color=\"#5cb85c\">(100/200/300)% </font>攻击速度，持续<font color=\"#5cb85c\">(4/5/6)</font>秒并造成<font color=\"#5cb85c\">(500/750/1000)</font>魔法伤害。"
		
		"DOTA_Tooltip_modifier_B34R_Description"	"别我打到，要你好看。"
		"DOTA_Tooltip_modifier_B34R"	"狂斩"
		"DOTA_Tooltip_modifier_B34T"	"天目长嚎(负面)"
		"DOTA_Tooltip_modifier_B34T_2"	"天目长嚎(正面)"
		"DOTA_Tooltip_modifier_B34T_Description"	"减缓速度素质"
		"DOTA_Tooltip_modifier_B34T_2_Description"	"碰 碰 碰"
		
		"DOTA_Tooltip_Ability_B34E_range"	"刺针影响范围"
		"DOTA_Tooltip_Ability_B34E_duration"	"存活时间"
		"DOTA_Tooltip_Ability_B34E_move_speed"	"移动速度减缓"
		
		"B34E_DUMMY"	""
		"B34E_DUMMY_bio"	""
		"Dummy_B34E"	""
		"Dummy_B34E_bio"	""
		"DOTA_Tooltip_modifier_B34E_2"	"你看不到我"
		"DOTA_Tooltip_modifier_B34E_2_Description"	"你看不到我"
		"DOTA_Tooltip_modifier_B34E_3"	"刺针之缓"
		"DOTA_Tooltip_modifier_B34E_3_Description"	"好痛 好痛"
		
		
		"DOTA_Tooltip_modifier_C10T"	"无相天圆(负面)"
		"DOTA_Tooltip_modifier_C10T_Description"	"减缓速度"
		"npc_dota_hero_antimage"	"香宗我部亲泰"
		"npc_dota_hero_antimage_bio"	"出生于天文3年（1543年），卒于文禄2年（1593年）），是日本战国时代的武将，四国战国大名长宗我部元亲的弟弟。其子为香宗我部亲氏和贞亲。他是长宗我部国亲的三 子、1558年奉其父命成为香宗我部亲秀的养子。1569年成为安艺城主。之后协助其兄转战各地，他在1582年的中富川之战成功讨伐了十河存保、 1583年夺下木津城，协助其兄长完成四国岛的统一。"
		
		"DOTA_Tooltip_Ability_C10W"	"青龙波"
		"DOTA_Tooltip_Ability_C10W_Description"	" 对着直线上丢出一道黑龙波，使被扫过的每个敌人受到<font color=\"#5cb85c\">(150/250/350/450)</font>伤害，并且减慢<font color=\"#5cb85c\">(15/25/35/45)% </font>移动速度，持续3.5秒。"
		"DOTA_Tooltip_Ability_C10E"	"能量夺取"
		"DOTA_Tooltip_Ability_C10E_Description"	"指定一段距离外的目标敌军，夺取<font color=\"#5cb85c\">(150/250/350/450)</font>生命值到自身并且使他晕眩0.8秒。"
		"DOTA_Tooltip_Ability_C10R"	"回响剑"
		"DOTA_Tooltip_Ability_C10R_Description"	"增加<font color=\"#5cb85c\">(15/25/35/45)</font>攻击伤害， 每当击中敌人时，可以连带的对范围485的敌人造成等同攻击伤害<font color=\"#5cb85c\">(15/25/35/45)% </font>的伤害。 "
		"DOTA_Tooltip_Ability_C10T"	"无相天圆"
		"DOTA_Tooltip_Ability_C10T_Description"	"施展无相天圆，以自身为中心使大范围的敌人减缓45%移动速度，并在3秒后将所有缓速的敌人聚集到身旁，减缓移动速度的效果持续<font color=\"#5cb85c\">(6.0/7.5/9.0)</font>秒，并增加攻速100% 持续6秒，吸引的敌人距离不能超过3500。"
			
		"DOTA_Tooltip_modifier_C10W"	"青龙波冲击"
		"DOTA_Tooltip_modifier_C10W_Description"	"移动速度降低"
		
		"npc_dota_hero_silencer"	"立花道雪"
		"npc_dota_hero_silencer_bio"	"传说中的\"雷神的化身\"立花道雪，当他的父亲卧病在床时，立花道雪代父出征，这是他的初阵。据说立花道雪率领为数仅仅三千的军队连夜赶到敌人城下，翌晨发动猛攻，不出一天便把城池攻下。立花道雪的初阵，一场石破天惊的初阵，名震天下。"
		
		
		"DOTA_Tooltip_Ability_C07D"	"御魔之盾"
		"DOTA_Tooltip_Ability_C07D_Description"	"举起御魔之盾，将可以获得魔法免疫，但是会因为做出防御的姿势而无法移动，并得到45% 物理伤害减免。"
		"DOTA_Tooltip_Ability_C07W"	"天雷降"
		"DOTA_Tooltip_Ability_C07W_Description"	"召唤天降闪电打击指定的区域，每秒造成<font color=\"#5cb85c\">(40/80/120/160)</font>伤害，持续10秒。 "
		"DOTA_Tooltip_Ability_C07E"	"雷电桎梏"
		"DOTA_Tooltip_Ability_C07E_Description"	"以雷电困住目标敌军，使他无法动弹<font color=\"#5cb85c\">(1/2/3/4)</font>秒，每秒造成175伤害。"
		"DOTA_Tooltip_Ability_C07R"	"雷霆闪电"
		"DOTA_Tooltip_Ability_C07R_Description"	"召唤出扇形的闪电，击中3个敌人，每个敌人会受到<font color=\"#5cb85c\">(180/320/460/600)</font>伤害，并对自己造成10%生命魔法伤害。"
		"DOTA_Tooltip_Ability_C07T"	"雷神之怒"
		"DOTA_Tooltip_Ability_C07T_Description"	"在原地上空召唤出雷云，雷云每秒会自动对范围1400内的敌人打出<font color=\"#5cb85c\">(225/310/400)</font>真实伤害的扩散闪电，并且在雷云范围内的所有敌人都会受到静电影响，减少35% 的移动速度，无法回复生命。雷云持续<font color=\"#5cb85c\">(15/17/19)</font>秒。 "
		
		
		"DOTA_Tooltip_modifier_C07E"	"雷电桎梏"
		"DOTA_Tooltip_modifier_C07E_Description"	"全身麻麻"
		"DOTA_Tooltip_modifier_C07W"	"天雷降"
		"DOTA_Tooltip_modifier_C07W_Description"	"天雷降"
		"DOTA_Tooltip_modifier_C07T"	"雷神之怒"
		"DOTA_Tooltip_modifier_C07T_2"	"雷神之怒"
		"DOTA_Tooltip_modifier_C07T_2_Description"	"感受雷神的愤怒"
		"DOTA_Tooltip_modifier_C07T_Description"	"感受雷神的愤怒"
		"DOTA_Tooltip_modifier_C07D"	"御魔之盾"
		"DOTA_Tooltip_modifier_C07D_Description"	"任何法术都伤不了我"
	
		
		"npc_dota_hero_brewmaster_bio"	"永正十四年（1517年）出生，为越后守护上杉氏的重臣、大熊政秀之子。 父亲一代，已开始负责为上杉氏收纳段钱，而朝秀亦担当上杉家段钱方等要职。越后守护者上杉氏灭亡前后，开始出仕守护代长尾氏，其后在拥立长尾景虎一事上尽力，由是成为其重臣。朝秀有武勇，据说在奉信玄之命攻打上野国的长野业盛之际，单挑知名剑豪上泉信纲，未有受伤，不分胜负。"
		"DOTA_Tooltip_Ability_B26W"	"蓄力波"
		"DOTA_Tooltip_Ability_B26W_Description"	"发动蓄力波，将在接下来12秒，每秒对周围敌人造成<font color=\"#5cb85c\">(40/60/80/120)</font>的伤害， 在持续时间内，可以随时选择中止蓄力波，当蓄力波中止时，将以自身为中心产生震荡，使周围的敌人减慢40% 的移动速度，持续<font color=\"#5cb85c\">(2/3/4/5)</font>秒。 "
		"DOTA_Tooltip_Ability_B26E"	"血性狂怒"
		"DOTA_Tooltip_Ability_B26E_Description"	"增加自身<font color=\"#5cb85c\">(50/75/100/125)% </font>的攻击速度以及16% 的移动速度，并且魔法免疫8秒，血性狂怒持续18秒。 "				
		"DOTA_Tooltip_Ability_B26R"	"上野武勇"
		"DOTA_Tooltip_Ability_B26R_Description"	"增加自身<font color=\"#5cb85c\">(9/16/23/30)% </font>攻击伤害，并且当受到伤害的时候有<font color=\"#5cb85c\">(5/9/13/17)% </font>的机率无视该次伤害。 "
		"DOTA_Tooltip_Ability_B26T"	"当者披靡"
		"DOTA_Tooltip_Ability_B26T_Description"	"重现单挑知名剑豪上泉信纲时的勇武之姿，将可以增加200% 攻击伤害。持续<font color=\"#5cb85c\">(11/15/19)</font>秒。 "
		"DOTA_Tooltip_Ability_B26D"	"释放蓄力波"
		"DOTA_Tooltip_Ability_B26D_Description"	"释放蓄力波，使周围的敌人减慢移动速度。"

		"DOTA_Tooltip_modifier_B26E_2"	"血性狂怒(魔法免疫)"
		"DOTA_Tooltip_modifier_B26E"	"血性狂怒"
		"DOTA_Tooltip_modifier_B26E_2_Description"	"魔法免疫"
		"DOTA_Tooltip_modifier_B26E_Description"	"血性狂怒"
		"DOTA_Tooltip_modifier_B26R"	"上野武勇"
		"DOTA_Tooltip_modifier_B26R_Description"	"上野武勇"
		"DOTA_Tooltip_modifier_B26W"	"蓄力波(蓄力)"
		"DOTA_Tooltip_modifier_B26W_Description"	"蓄力波"
		"DOTA_Tooltip_modifier_B26W_3"	"蓄力波(负面)"
		"DOTA_Tooltip_modifier_B26W_3_Description"	"蓄力波(负面)"
		
		"npc_dota_hero_mirana"	"玉子"
		"npc_dota_hero_mirana_bio"	"广受同情的悲剧女性，是明智光秀之女，细川忠兴之妻。光秀灭亡后，她背负着叛贼之女的名声悲惨地活了下来，皈依基督教，教名为格拉西亚，后来在石田三成囚禁诸将家眷为人质时，主动求死，让家臣取了自己性命。"
		"DOTA_Tooltip_Ability_C15W"	"乱射"
